Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,11.269,23.622100000000007,18.018328264587392,600.1590759754181,6565332.0,"[30 21 27  8 26 20 23 22 16 13 28 29  6 10 31 15 25  0 19  2 24 32  5 33
 12 11  7  9 14  4 18  1 17  3]",17.0,25.0,24.0
FLS,5.091399999999999,17.675599999999996,5.410136500471015,31.886077404022217,255816.0,"[13 25 31 19 32 24  6 21 20 29 28 23  8 27 26 12  3 30 17  1 18  7 11  4
 14  9 22 16 33  5  2  0 10 15]",8.0,1.0,4.0
BLS,4.8816,20.1122,4.970499319695788,188.2171950340271,1154538.0,"[18  1 17 30  3 12  2 26 27  8 23 28 29 20 21 32  6 24  0 10 19 31 25 13
 15 33  5 16 22  9 14  4 11  7]",4.0,2.0,13.0
TS,4.7426,15.9885,4.795771568723196,600.018381357193,3117395.0,"[13 25 31 15 19 10  0 24  6 32 21 20 29 28 23  8 27 26  2 12 30  3  5 33
 16 17  1 18  7 14 22  9  4 11]",1.0,13.0,21.0
SimAn,4.7673,18.817,4.769002077108639,600.0151901245117,1961433.0,"[ 8 23 28 29 20 21 32  6 24  0 10 19 15 31 25 13 11  7 18  1 17 16 14  4
  9 22 33  5  3 30 12  2 26 27]",3.0,11.0,16.0
ACO,4.76,13.1044,5.620879954994846,600.0080335140228,120878.0,"[2, 26, 27, 8, 23, 28, 29, 21, 20, 32, 6, 24, 0, 10, 19, 15, 13, 31, 25, 11, 4, 14, 18, 1, 17, 7, 9, 22, 16, 33, 5, 3, 30, 12]",2.0,8.0,2.0
BCO,5.644,23.100800000000003,13.85717280232946,600.0499806404114,3102490.0,"[26 27 12 16  9 14  4 22 19 31 25 13 11  7 17 18  1 15 32 10 24  2  6 28
 20 23 29 21  0 30  3 33  5  8]",13.0,21.0,20.0
PSO,12.338900000000002,22.8049,18.026066709454792,600.0191173553467,687901.0,"[17, 19, 9, 12, 23, 6, 31, 32, 20, 21, 22, 4, 14, 33, 18, 1, 26, 2, 3, 16, 29, 28, 8, 24, 27, 10, 5, 30, 7, 11, 25, 15, 13, 0]",23.0,14.0,9.0
GS,10.8457,22.9343,18.02744277932797,600.0230207443237,836785.0,"[ 1 14 17 10 21  0 22  4  9 12 24 20  8 26 27 33  3 19  5 15 13 31 25 29
 28  6 32 30  2 23 16 18  7 11]",16.0,16.0,11.0
BHA,11.817600000000002,23.495299999999997,18.082778394495275,600.1240012645721,2602559.0,"[20 18  4 11 30  9  8 23 17  2 16 14  1 22  5 21 28 32 29 24 33  0 15 19
 25 31 10 26 27  7 12  6 13  3]",22.0,24.0,19.0
SS,5.088599999999999,14.2382,5.429667591491577,600.0093770027161,453770.0,"[10 19 15 13 25 31 20 21 29 28 23  8 24  6 32  0  2 27 26 12  3 30 17  1
 18  7 11  4 14  9 22 16  5 33]",7.0,10.0,7.0
CA,7.695,16.793300000000002,7.697842428023016,600.0167872905731,857312.0,"[11  4 22  2 23  8 27 26 12  9 14  7 18  1 28 29 24  0 33 16 17 30  3  5
 10 19 15 13 25 31 20 21  6 32]",15.0,12.0,12.0
VNS,5.179799999999999,18.3361,5.181277895251204,600.0194084644318,455354.0,"[ 3 30 12 26 27  2  0 24  6  8 23 28 29 20 21 32 19 31 25 13 15 10 22  9
 14  4 11  7 18  1 17 16 33  5]",9.0,15.0,8.0
HS,11.469499999999998,19.9906,11.578261487027069,600.0750889778137,5438242.0,"[15, 34, 4, 23, 7, 29, 33, 11, 3, 27, 19, 18, 2, 8, 5, 26, 32, 22, 21, 24, 1, 25, 28, 31, 10, 12, 14, 17, 6, 13, 30, 9, 20, 16]",20.0,23.0,23.0
ICA,6.8468,14.6832,6.847369160057268,600.0030496120453,741051.0,"[23, 21, 20, 6, 32, 19, 10, 22, 15, 31, 25, 13, 11, 4, 9, 3, 30, 12, 2, 26, 27, 28, 29, 24, 0, 5, 17, 1, 18, 7, 14, 16, 33, 8]",14.0,3.0,10.0
CAO,5.625,18.5569,9.057125635810673,600.04332447052,4516345.0,"[15  0 24 32 20 21 31 23 28 29  8 30  3 16 14  1 10  6 33  2 27 26 12 22
 17  5  9  4 18  7 11 19 25 13]",12.0,18.0,22.0
AIS,5.262499999999999,15.463799999999996,8.420542095390607,600.0321819782257,1560760.0,"[29, 8, 23, 32, 10, 22, 31, 25, 13, 11, 7, 18, 1, 14, 4, 9, 15, 19, 0, 2, 27, 26, 12, 3, 30, 17, 16, 5, 33, 20, 21, 6, 24, 28]",10.0,17.0,15.0
RFD,4.8976,17.774999999999995,4.899113113091683,600.0082564353943,2145082.0,"[27  8 23 28 29 20 21  6 24  0 32 31 25 13 15 19 10 22  9 14  4 11  7 18
  1 17 16 33  5  3 30 12  2 26]",5.0,9.0,18.0
FA,12.7208,22.4665,18.031180080000045,600.0061941146851,6275055.365306447,"[15  3 14  7 12  8 32 21 20  0 24  1 11 10 19 25  4  9 17 22  5 30 18 16
  6 31 27  2 33 23 28 29 26 13]",24.0,6.0,1.0
GA,5.034999999999999,18.9379,5.3345493963625605,600.0440037250519,2032060.0,"[16 33  5  3 30 12 26 27  2  0 24  8 23 28 29 20 21  6 32 10 19 15 31 25
 13 22  9 14  4 11  7 18  1 17]",6.0,19.0,17.0
GLS,18.5543,20.538300000000003,19.97226470590343,600.0444762706757,268974.0,"[23 26 14 31 18  8 24 11 20  5  2 21 30 25 33  6  3  9 27 17  1  0 19 32
 15 12 22 28  4 10 29 13 16  7]",25.0,20.0,5.0
CSA,5.375999999999999,18.5799,6.740724340280382,600.007875919342,1250000.0,"[5, 33, 16, 10, 6, 24, 0, 2, 12, 26, 27, 8, 23, 28, 29, 20, 21, 32, 19, 15, 31, 25, 13, 11, 4, 9, 22, 14, 7, 18, 1, 17, 30, 3]",11.0,7.0,14.0
IWO,11.816399999999998,15.069099999999992,11.890114953554797,600.0053849220276,189761.0,"[12, 26, 19, 16, 4, 22, 9, 6, 27, 30, 1, 7, 18, 0, 32, 24, 21, 28, 29, 20, 10, 3, 17, 11, 15, 31, 5, 2, 23, 8, 33, 13, 25, 14]",21.0,4.0,3.0
BA,11.388899999999998,23.0043,16.415179517641565,600.0508348941803,8360912.0,"[12, 26, 21, 17, 4, 20, 24, 18, 23, 28, 8, 29, 10, 6, 0, 27, 31, 32, 5, 22, 9, 1, 3, 14, 16, 15, 19, 25, 13, 11, 33, 2, 7, 30]",19.0,22.0,25.0
DE,11.2967,20.7178,11.531363584086977,600.0057692527771,445106.0,"[11, 0, 28, 32, 20, 6, 2, 14, 17, 22, 25, 21, 29, 26, 15, 31, 13, 24, 27, 30, 12, 19, 10, 23, 8, 3, 5, 16, 33, 18, 1, 7, 9, 4]",18.0,5.0,6.0
