Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,17.0662,31.2036,24.63316145964602,600.1908845901489,6642372.0,"[ 9 18 10 49  4 31 43 30 29 41  1 32 25 27 39  0 26 45 12 21 33 17  5 34
 20 15 38 37 16  8 48 13 44  3 14  7  2 19 11 46 22 42 40 47  6 35 23 28
 24 36]",19.0,25.0,24.0
FLS,5.3779,24.355000000000004,6.101998679466495,77.75417447090149,600250.0,"[20 15 22 40 16 46 36 34 24  2 39 11 27 41 29 43  3 25 19 37 31 13 45 21
  5 12 44 10  8 33 18 17 28  7 48  1 14 23 35  6 49 47 32  4  0 26 30 42
  9 38]",2.0,1.0,9.0
BLS,5.5505999999999975,23.9752,5.710111804046907,325.0188891887665,2552900.0,"[45  5 18 33  8 10 12 44 16 40 22 15 46 36 34 24 20 38 39  2 11 27  9 42
 30 26 43 29 41  3 25 19 37 31 13 47 32  0  4 49  6 35 23 14  1  7 28 17
 48 21]",6.0,2.0,17.0
TS,5.4952000000000005,25.1492,5.591457698542016,600.019907951355,4343133.0,"[ 5 12 10  8 33 18 17 28  7  1 48 21 45 13 47 32 14 23 35  6 49  4  0 31
 37 19 25  3 41 29 43 26 30 42  9 38 39  2 11 27 24 20 15 22 40 16 46 34
 36 44]",4.0,11.0,23.0
SimAn,5.822699999999999,28.790800000000008,5.825977268799912,600.0167903900146,3029409.0,"[14 47 32 31 19 25 37 13  1 28  7 48 21 45  5 12 17 18 33  8 10 44 36 34
 46 16 40 22 15 20 24  2 39 38 11 27  3 41  9 42 30 29 43 26  0  4 49  6
 35 23]",8.0,9.0,19.0
ACO,5.3167,14.7808,6.719273021394397,600.0095076560974,103204.0,"[49, 6, 35, 23, 14, 1, 47, 32, 4, 0, 26, 30, 42, 9, 41, 29, 43, 31, 37, 25, 19, 3, 27, 11, 39, 2, 24, 34, 36, 46, 16, 40, 22, 15, 20, 38, 45, 13, 48, 21, 5, 12, 10, 33, 8, 18, 17, 28, 7, 44]",1.0,4.0,2.0
BCO,8.365500000000003,30.09069999999999,20.022627517026923,600.057496547699,3225410.0,"[15  9 35 26  0  8 33 12 31 38 27 40 24 11 16  5 13 22 18 29 39 20 47 14
  1 10 34 21 32 48  7 17 46 49 37 41  2 23  6 30 45 44 19 43 25  3 42 36
  4 28]",15.0,19.0,20.0
PSO,17.405999999999995,30.549600000000005,24.570340554157028,600.0187866687775,855429.0,"[49, 32, 8, 33, 48, 39, 41, 31, 19, 3, 26, 25, 42, 29, 43, 47, 28, 23, 0, 17, 44, 22, 46, 15, 40, 27, 24, 9, 38, 5, 16, 45, 11, 21, 10, 34, 2, 36, 35, 14, 12, 13, 7, 18, 37, 20, 30, 6, 4, 1]",21.0,10.0,12.0
GS,17.4609,30.8157,24.64246147830596,600.0203371047974,822861.0,"[33 36 42 32 39 11 27 34  4 14 23 47 46 20 40 41 38 25 29  3 43 30  6 15
  2 35 48 45 26 28 12 18  7 31 37 10 44 16  9 24 22  5 21 17  1 49  0 19
 13  8]",22.0,12.0,11.0
BHA,16.4606,31.037900000000008,24.70038765384409,600.0890460014343,2720539.0,"[ 3 36 12 41 22 25 37 39 28 34 45 19 23  6 44  8 49 15 46 11  1 35 20 38
  9 40 29 30  7  5 33 48  2 43 16  4 32 24 14 47 18 17  0 26 42 13 31 27
 21 10]",16.0,22.0,18.0
