Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,21.6789,37.4747,30.25336056878565,600.0936388969421,7793402.0,"[55  9 15 17 29 31 35 48 36 21 42  2  3  0 46 43 40  8 32 53 57 24  1  4
 20 14 19 27 30 12 28 56 22 50 33 34 39 49 52 41 58  7 13  5 37 10 51 44
  6 18 38 23 47 26 45 25 16 11 54]",17.0,25.0,24.0
FLS,6.7866,27.818100000000012,7.602894319728602,114.08049869537354,845234.0,"[12  2 22 38 13 47 37 16 50 51 40 46 25 34 48  6 30  5 14 43 10 23  1 24
  3 57 33 20 55  0 54 11  8 29 53 32 31 36 21 17 27 15 58  9 42 44 19  7
 35 26 41 45 52 39  4 28 56 18 49]",8.0,1.0,11.0
BLS,6.209100000000001,30.99,6.477359410960232,525.0330593585968,3599944.0,"[14  5 33 20 55  0 54 11  8 29 53 32 31 30  6 48 25 46 40 51 50 16 37 22
  2 12 34 36 21 17 27 15 58  9 19  7 35 44 26 41 42 45 52 39 49 18 56  4
 28 38 13 47 43 10  1 24  3 57 23]",1.0,2.0,20.0
TS,6.502000000000001,32.1228,6.76210942801297,600.0205631256104,4073221.0,"[53 31 30  6 25 46 51 40 37 50 16 14  5 33 20 23 57  3 24  1 10 43 47 13
 38 22  2 18 56 28  4 39 52 45 49 12 34 48 36 21 42 41 26 44 35  7 19  9
 58 15 27 17 29  8 11 54  0 55 32]",4.0,18.0,21.0
SimAn,6.813400000000001,30.394500000000008,6.819360369251407,600.0081131458282,2950276.0,"[51 46 25 40 22 37 13 38 28  4 56 18  2 12 49 39 52 45 41 42 21 36 34 48
  6 30 31 29 27 17  9 44 26 35  7 19 58 15  8 11 54  0 55 53 32 20 33  5
 14 10 23 57  3 24  1 43 47 16 50]",9.0,10.0,17.0
ACO,6.250099999999999,19.3319,7.770788642563967,600.0037939548492,81374.0,"[56, 18, 2, 12, 49, 34, 48, 6, 30, 31, 53, 32, 29, 8, 11, 54, 0, 55, 20, 33, 5, 14, 10, 23, 1, 24, 3, 57, 43, 47, 13, 37, 50, 16, 51, 40, 46, 25, 36, 21, 17, 27, 15, 58, 9, 19, 7, 35, 26, 44, 41, 42, 45, 52, 39, 22, 28, 4, 38]",2.0,5.0,2.0
BCO,12.041099999999997,37.029,25.210859570749324,600.0348000526428,3237990.0,"[38 20 25 55 54 23 22 29 18 28 16 37 10 45 24 44 53 26 51 32  9 33 46 34
  3  6 19 11 14 47 13 57  0  4 27 50  2 43  5 39 35 40 30 52 56 17 42 48
  7 21 41 58 12 49  8 15  1 36 31]",15.0,20.0,19.0
PSO,22.377,36.9771,30.688377048361986,600.0125436782837,705684.0,"[23, 55, 5, 14, 11, 54, 13, 39, 22, 18, 17, 19, 6, 28, 26, 7, 44, 58, 50, 56, 36, 30, 48, 20, 31, 4, 40, 51, 24, 57, 46, 1, 29, 8, 2, 37, 47, 33, 35, 41, 42, 21, 52, 10, 25, 38, 45, 34, 16, 43, 49, 12, 53, 0, 32, 27, 15, 9, 3]",22.0,12.0,9.0
GS,21.931,37.16270000000001,30.252868304158657,600.0167038440704,1036666.0,"[38 25 35 21 53 54  5 43 56 52 14 28 18 27 15 36  8 11 40 30 32  9 44 22
  3  1 41 58 26 31 29 45 48 13 51 37 42 49 47 50 16 46  2 12 33  4 39 17
 19  6 34  7  0 55 57 24 23 10 20]",20.0,15.0,13.0
BHA,22.38800000000001,36.8248,30.322137293617207,600.0463457107544,2998792.0,"[11  8  6 48 41 45 46 20 29 49 23  1 51 12  7 38 26 17  5 25 52 47 18 42
  4 21 44 33 36 24 55  9 58 27 54 37  3 34  2 32 53  0 31 22 10 50 30 19
 16 56 40 57 28 35 15 43 39 13 14]",23.0,21.0,18.0
SS,6.380900000000001,24.7527,7.041783806695412,600.0079593658447,301285.0,"[57  3 24  1 23 10 14 33  5 48 34 36 21 17 27 15 58  9 19  7 35 44 26 41
 42 45 52 39 49 12  2 18 56  4 28 38 13 47 43 16 50 37 22 40 51 46 25  6
 30 31 29  8 11 54  0 55 53 32 20]",3.0,9.0,7.0
CA,8.548300000000001,28.687099999999987,8.572002278969483,600.0131862163544,871417.0,"[44 42 45 52 18 56 28 40 46 51 50 16 25  6 48 17 27 29 31 30  5 10 23 57
  3 24  1 43 47 37 22  2 49 12 34 36 21 19  7  9 58 15 53 32 55  0 54 11
  8 20 33 14 13 38  4 39 41 26 35]",10.0,13.0,12.0
VNS,6.7616000000000005,32.06190000000001,6.772048211352685,600.0132169723511,256307.0,"[ 7 19 58  9 17 27 15  8 11 54  0 55 57  3 24  1 23 10 43 14  5 33 20 32
 53 29 31 30  6 51 40 46 25 48 36 21 34 12  2 22 37 50 16 47 13 38 28  4
 56 18 49 39 52 45 42 41 26 44 35]",7.0,14.0,6.0
HS,21.7958,30.5201,22.432665041394152,600.047929763794,4137772.0,"[50, 53, 43, 59, 11, 54, 18, 6, 15, 42, 10, 36, 30, 7, 22, 5, 14, 39, 44, 23, 48, 52, 47, 51, 20, 45, 46, 13, 35, 31, 8, 3, 29, 40, 38, 27, 57, 19, 24, 32, 33, 34, 25, 58, 26, 49, 41, 55, 12, 16, 1, 2, 4, 37, 21, 28, 9, 56, 17]",18.0,22.0,22.0
ICA,9.029,27.9654,9.03302963834892,600.0027711391449,721864.0,"[55, 0, 54, 11, 8, 15, 58, 7, 19, 52, 39, 18, 22, 40, 46, 51, 37, 47, 13, 38, 28, 4, 56, 2, 31, 53, 32, 20, 33, 5, 36, 21, 42, 45, 41, 26, 44, 35, 9, 17, 27, 29, 57, 3, 24, 1, 43, 16, 50, 10, 23, 14, 25, 12, 49, 34, 48, 6, 30]",12.0,4.0,10.0
CAO,9.8264,28.37709999999999,14.992248422079484,600.0171835422516,4211523.0,"[51 22 50 33 23 24 43 38 18 56 53 55 54 11  8 14 16 37 39 12  2 34 40 13
 47 57  1  4 28 52 45 42 44 35 19 58  5  3  0 20 36 21 48 49 26 41  7 29
 15  9 27 17 30 10 46 25  6 31 32]",14.0,16.0,23.0
