Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,29.648,49.08809999999997,39.80774572021026,600.1011428833008,6125477.0,"[72 15 14  3  2 67  0 66 76 12 26 54 70 61 35  4 17 16 40 53 36 71 33 55
  5 21 49 75 41 34 13 23 22  7 37 39 57 43 69 27  9 29 48 31 19 47 10 59
 20  1 25  8 60  6 18 56 73 42 68 44 58 64 30 50 65 63 51 46 28 11 24 45
 52 74 62 38 32]",17.0,25.0,24.0
FLS,7.0135000000000005,41.16320000000001,8.961964972663736,267.3383467197418,1568336.0,"[65 50 36  1 54 71 70 74 37 19 53 61 27 13 20 10 11 75 23 52 49 41 44 47
 45 57 21 46 18  8  6 60  9  0 64  5 31 55 67 76 59 42 29 66 51 73 24 15
  4  3 56 72 14 48  7 33 68  2 22 38 16 62 63 35 25 40 69 43 28 34 39 17
 58 12 32 26 30]",2.0,1.0,14.0
BLS,7.1168,41.3153,7.934387109773889,600.0120205879211,3517028.0,"[28 34 39 19 54 71 37 74 70  1 36 65 30 50 17 58 12 32 26 38 22  2 68 33
 72 56  3  4 15 24 73 51 48 14  7 62 16 63 35 25 40 57 45 47 21 46  8 18
 59 42 29 66 76 67 55 31  5 64  0  9 60  6 44 20 10 13 27 61 53 23 75 11
 41 49 52 69 43]",4.0,9.0,23.0
TS,7.149900000000001,37.77189999999999,7.974997965566728,600.0166993141174,3166157.0,"[64  5 55 31 66 29 76 67 18  8 46 42 59 21 45 47 44 41 11 75 23 52 49 69
 57 40 25 35 63 16 62  7 14 48 51 73 24 15  4  3 56 72 33 68  2 22 38 26
 32 12 58 17 30 65 50 36  1 70 74 37 71 54 19 39 34 28 43 53 61 27 13 10
 20  6 60  9  0]",7.0,12.0,20.0
SimAn,7.1766,40.2064,7.190195649394542,600.0086758136749,2386874.0,"[65 30 17 58 12 32 26 38 22  2 68 33  7 14 72 56  3  4 15 24 73 51 48 62
 16 63 35 25 40 57 45 44 47 21 59 42 29 66 31  5 55 67 76 18 46  8  6 60
  0 64  9 20 10 13 27 61 53 23 75 11 41 49 52 69 43 28 34 39 19 54 37 74
 70 71  1 36 50]",8.0,7.0,17.0
ACO,7.037599999999999,22.6099,9.117785106540424,600.0102014541626,54064.0,"[7, 33, 22, 2, 68, 38, 32, 12, 58, 17, 39, 34, 28, 43, 69, 52, 49, 23, 75, 11, 41, 44, 47, 45, 57, 40, 25, 35, 63, 62, 16, 26, 30, 50, 65, 36, 1, 71, 70, 37, 74, 19, 54, 53, 61, 27, 13, 10, 20, 6, 60, 9, 0, 64, 5, 31, 55, 67, 76, 29, 42, 59, 46, 18, 8, 21, 66, 73, 24, 15, 4, 3, 56, 72, 14, 48, 51]",3.0,8.0,3.0
BCO,15.679600000000002,47.01190000000002,33.937235223172536,600.0356285572052,2689315.0,"[12 69 27 41 22 31 60 39 11 53 70 74 46 55 29 18 47 61 43 19 34 54 17  5
 57 50 65 64  8 63  3 51 24 62 14  7 28 23 71 37 45 20 68 44 67 21 49 75
 40 32 33  0  9 42 48 15 52 25 38 72  2 76 66 73  6 10 13 59 35 56 30 26
  4 58 36 16  1]",15.0,20.0,19.0
PSO,32.1542,48.0709,39.93492998205703,600.0151743888855,774046.0,"[37, 3, 66, 9, 35, 63, 67, 20, 33, 59, 4, 12, 19, 49, 17, 2, 70, 54, 43, 30, 65, 22, 38, 10, 60, 64, 18, 6, 11, 47, 74, 16, 45, 42, 62, 73, 76, 8, 21, 55, 27, 36, 48, 14, 72, 13, 69, 31, 52, 71, 53, 39, 58, 50, 75, 23, 24, 68, 5, 40, 57, 1, 44, 46, 29, 25, 56, 15, 51, 7, 28, 34, 61, 41, 32, 26, 0]",24.0,11.0,11.0
GS,29.8007,48.52679999999997,39.80299198114204,600.0179841518402,968068.0,"[42  9  5 62 41 18 66 55  2 70 71 54 39 34 22 57 59 67 46 23  8 50 17 72
 24 56 12  6  0 65 26  1 16 75 37 19 61 60 64 21 35 53 11 52 74 44 45 20
 13 47 27 36 73 29  4 31  7 15 32 33 14  3 28 30 48 58 10 38 68 49 51 76
 25 40 43 69 63]",20.0,13.0,12.0
BHA,29.039800000000007,48.75690000000001,39.89966389040312,600.0549325942993,2547871.0,"[22 60 63 46 54 72  3  5 67  9 59  8 75 40 49 27 42 41 71 13 25 52 53 56
 58  4 15 18 31 45 30 55 68 16 10 19 50 61 20 48 43 35 70 36  7 66 47 51
 38 64 24 57 34 73  0 17 26 37 65 62 33 29 12 74 28 44 32  1 14  6 76 69
 11 21 39 23  2]",16.0,22.0,18.0
SS,7.7162000000000015,30.91140000000001,8.43828756131317,600.0068459510803,189610.0,"[67 29 51 48 14 33 68  2 22 38 16 17 12 32 26 30 65 50 36  1 54 37 71 70
 74 19 39 34 28 43 69 40 25 58 63 62  7 72 56  3  4 15 24 73 66 31 55  5
 64  0  9 60  6  8 18 46 47 41 11 75 49 52 23 53 61 27 13 10 20 44 45 57
 35 21 59 42 76]",9.0,6.0,7.0
CA,11.002199999999998,38.430600000000005,11.044014785097724,600.0144519805908,728138.0,"[ 5 31 66 73  4 33 38 32 12 17 34 28 53 61 27 47 21 40 25 35 63 51 24 15
 48 30 65 50 58 16 62 14  3 56 72  7 54 37 71 70  1 36 26 68  2 22 43 69
 52 49 41 44 45 57 39 19 74 23 75 11 13 10 20  6 60  9  0 64 18  8 46 59
 42 29 76 67 55]",11.0,10.0,10.0
VNS,7.142999999999999,40.37040000000001,7.1761816531071405,600.0200841426849,162398.0,"[70  1 36 50 65 30 26 32 12 38 22  2 68 33  7 16 62 14 72 56  3 48 51 15
  4 24 73 66 31 55  5 64  0  9 60  6  8 46 18 67 76 29 42 59 21 47 44 45
 57 40 25 35 63 58 17 39 34 28 43 69 41 11 10 20 13 27 61 75 49 52 23 53
 19 54 71 37 74]",6.0,16.0,6.0
HS,29.798700000000004,39.573,30.17296210781699,600.0540068149567,3245894.0,"[62, 48, 56, 43, 67, 45, 75, 55, 34, 17, 63, 8, 72, 51, 7, 77, 53, 11, 14, 25, 52, 41, 23, 2, 50, 58, 16, 68, 36, 65, 54, 20, 37, 64, 49, 18, 71, 28, 76, 38, 29, 12, 27, 31, 26, 60, 35, 33, 59, 40, 32, 1, 4, 13, 30, 73, 57, 6, 70, 24, 46, 5, 15, 19, 47, 9, 21, 66, 3, 39, 69, 74, 22, 61, 10, 42, 44]",19.0,21.0,21.0
ICA,12.250999999999996,35.978100000000005,12.258139139765346,600.0030026435852,568030.0,"[21, 59, 42, 48, 62, 16, 7, 4, 66, 31, 5, 55, 50, 65, 36, 1, 54, 34, 28, 23, 27, 61, 53, 74, 70, 71, 37, 19, 39, 57, 45, 0, 64, 33, 68, 2, 22, 43, 69, 52, 49, 75, 41, 11, 13, 10, 20, 44, 47, 46, 51, 15, 24, 73, 29, 76, 67, 18, 8, 60, 9, 6, 40, 25, 17, 58, 63, 14, 3, 56, 72, 38, 32, 26, 30, 12, 35]",12.0,2.0,9.0
CAO,13.0548,37.7715,19.03379981696752,600.0180578231812,3393934.0,"[ 6 20 10 27 61 53 39 19 34 28 23 11 41 44 40 64  0 76 29 62  7 58 52 69
 48  4 33 38 16 47  8 18 55  5 67 21 74 17 54 15 24  3 56 14 22  2 68 72
 32 26 65 45 70 71 50 30 12 37 36  1 35 46 25 60  9 49 13 75 43 57 63 31
 66 73 51 59 42]",14.0,14.0,22.0
AIS,12.291899999999996,35.932900000000004,17.430399224220757,600.0246345996857,1196351.0,"[25, 76, 44, 18, 64, 60, 9, 5, 67, 29, 42, 51, 7, 26, 30, 50, 65, 12, 56, 4, 21, 59, 55, 66, 31, 8, 46, 75, 52, 11, 45, 69, 23, 13, 0, 6, 47, 53, 74, 17, 32, 3, 15, 24, 73, 63, 1, 70, 48, 72, 14, 33, 2, 68, 22, 38, 62, 16, 39, 34, 54, 71, 61, 27, 10, 20, 41, 43, 19, 37, 36, 28, 58, 35, 49, 57, 40]",13.0,17.0,13.0
