Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,26.36049999999999,43.26269999999998,35.08636518588906,600.1087453365326,7601214.0,"[47 42 24 23 55 40 25 61 13  9 41 10 65 14 36 64  3 15 12 37 59 38 67 51
 16 27 56 45 22  1 53 26 18 31 58 50 49 39 28 63 43 52  6 29 32 46  2  7
  0  4 19 60 35  5 44 66 62 57 17  8 33 48 20 21 54 11 34 30]",21.0,24.0,25.0
FLS,7.237699999999999,34.5562,8.576945494846308,167.51898741722107,1175448.0,"[47 29  2 56 25  0 16 32 39 49 62 28 50 27 20 44  4 58 21 60 24 19  1 66
 53 63 59 13 61 17 23 36 55 42 51 41 18 64 31 46 26 35  6 10 54  7  3 43
  9 67 57 11 52  8 14 34 48 12 33 45 37 22 40 15 38 30 65  5]",6.0,1.0,13.0
BLS,6.777099999999999,37.36450000000001,7.241498160427871,600.0119063854218,4214301.0,"[37 45 33 12 48 22 40 30 38 15 14 34  8 52 11 57 67 43  9 36 23 17 61 13
 59 55 63 42 24 53 66 19  1 20 27 50 28 62 49 39  4 44 60 21 51  3 41 58
 64 18  7 54 10  6 35 26 46 31 32 16  0 25 56  2 29 47  5 65]",3.0,11.0,23.0
TS,6.746099999999998,35.367700000000006,7.185084948394879,600.0110418796539,3881514.0,"[42 24 53 66 19  1 20 27 44  4 62 28 50 49 39 16 32 31 64 58 60 21 41 51
  3 18  7 54 10  6 35 26 46  0 25 56  2 29 47  5 65 37 45 33 12 48 22 40
 34 30 38 15 14  8 52 11 57 67 43  9 36 23 17 61 13 59 55 63]",2.0,10.0,21.0
SimAn,7.191200000000001,37.261300000000006,7.199627081169931,600.0088696479797,2893943.0,"[39 49 50 28 62  4 44 27 20  1 19 66 53 60 24 63 55 59 13 61 17 23 36 11
 57  9 43 42 51  3 41 21 58 64 18  7 10 54 30 38 15 67 52  8 14 34 48 12
 33 45 37 22 40 65  5 47 29 25  2 56  0 35  6 26 46 31 32 16]",5.0,7.0,17.0
ACO,6.745400000000001,20.5113,8.035526823587857,600.0051474571228,72563.0,"[47, 5, 65, 30, 38, 15, 14, 34, 40, 22, 37, 45, 48, 12, 33, 8, 52, 11, 57, 67, 43, 9, 55, 59, 13, 23, 17, 61, 36, 63, 42, 51, 3, 41, 21, 60, 24, 53, 66, 19, 1, 20, 27, 44, 4, 62, 28, 50, 49, 39, 32, 16, 31, 46, 26, 10, 54, 7, 18, 64, 58, 35, 6, 29, 25, 56, 2, 0]",1.0,4.0,2.0
BCO,12.9467,41.5542,29.748204720450328,600.0393755435944,3109725.0,"[ 0 54 18 25 28 64  7 42 67 62 53  4 24 10 40 38  5 19 48  9  6 12 31 22
 36  1 60 15  3 41 16 37 45 11 20 29 43 21 32 23 33 14 59 52 39 58 57 13
 44 50 27  8 34 61 17 47 63 46 26 35  2 66 55 49 56 65 30 51]",15.0,20.0,19.0
PSO,26.2776,43.03959999999999,35.00469047308156,600.0135042667389,615131.0,"[42, 47, 56, 64, 52, 6, 24, 8, 34, 67, 15, 20, 66, 4, 53, 11, 63, 33, 22, 29, 2, 9, 55, 27, 38, 21, 59, 35, 25, 41, 40, 23, 61, 17, 51, 60, 28, 49, 31, 32, 45, 12, 48, 3, 26, 7, 54, 30, 5, 37, 10, 16, 1, 44, 50, 13, 36, 58, 62, 39, 46, 65, 43, 14, 57, 18, 19, 0]",17.0,12.0,9.0
GS,26.64880000000001,42.8639,35.08484319771123,600.0165972709656,1070103.0,"[57 61 17  8  2 25 27 51 50  0  3 28  9 19  7 29 21 52 40 47 65 64 45 54
 31 53 60 66 39 38 43 10 35 41 18  6 55 13 63 42 59 36 11 12 33 26 15 37
 56 32 46  5 22 23 67 14 49 62 24 20  4 44 34 16 58  1 30 48]",23.0,15.0,12.0
BHA,26.317599999999995,42.21150000000001,35.16162853689371,600.0530967712402,2993360.0,"[36 55 15 34 25 16  8  3 65  1 60 17 66 33 54 47 21  6  5 61 13 58 42  0
 19 59 44 39 30 46 35  2 31 27 18 41 26 14 37 56 49 22 38 24 63  9 28 52
 53 23 45 50 20 11 57 10 64 29  7 67 40 62  4 32 12 48 43 51]",20.0,21.0,18.0
