Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,19.344200000000004,34.713100000000004,27.708781953592176,600.0926105976105,6307571.0,"[18 39 42 11 26 22 17 10 43 32 30  1 21 52  3 38 34  8 25  7 54 48  2 24
 53 15 29 12 51 49 28 40 31 41 36 23 35  4  0 46  5 20  6 13  9 47 37 50
 33 44 14 55 27 45 16 19]",17.0,25.0,24.0
FLS,6.9821,28.3675,7.835047599208599,102.49945092201231,751520.0,"[15 12 18 19 39 34 52 21  3 36 47 37 25 31 17 53  8 29 16  1 38 24  9 44
 23 50 48 13  2 20 22 14 55 41  7 45 54 42 26 11  0  6  4 33 46 35 27 28
 51 43 49 10 32 30  5 40]",8.0,1.0,10.0
BLS,7.01,28.3396,7.206482471584459,437.3792107105255,3215520.0,"[53 31 17  1 38 24 48 50  9 10 49 43 28 27 35 51 46 33  4  6  0 44 23 11
 26 54 45 42 13  2 20 22 14 47 55  7 41 36  3 21 52 34 37 25 39 19 18 15
 40  5 32 30 12 29  8 16]",9.0,2.0,20.0
TS,6.894299999999998,25.667899999999992,7.072925924914935,600.0689527988434,4024371.0,"[44 23 35 27 28 10  9  1 16 29  8 25 53 31 17 38 24 50 48 20  2 13 11 26
 42 54 45  7 22 14 55 41 36  3 21 47 37 52 34 39 19 18 15  5 40 12 30 32
 49 43 51 46 33  4  6  0]",6.0,24.0,21.0
SimAn,6.8006,27.228000000000005,6.805083374202536,600.0063056945801,2866038.0,"[ 8 29 12  1 38 24 48 20  2 13 42 26 11 50 23 44  0  6  4 35 33 46 51 43
 49 28 27  9 10 32 30  5 40 15 18 19 39 25 37 34 52 47 14 55 41 36 21  3
  7 54 45 22 17 31 53 16]",5.0,7.0,17.0
ACO,6.4209,17.579100000000004,8.000816410961365,600.0104444026947,90208.0,"[24, 38, 1, 16, 29, 8, 53, 31, 17, 14, 55, 41, 36, 21, 3, 52, 34, 37, 47, 25, 39, 19, 18, 15, 40, 5, 30, 32, 49, 43, 51, 33, 46, 35, 27, 28, 10, 9, 50, 23, 44, 0, 6, 4, 11, 26, 42, 54, 45, 7, 22, 20, 2, 13, 48, 12]",2.0,11.0,2.0
BCO,9.5873,33.06650000000001,23.009527342172632,600.0278553962708,3049970.0,"[27 35 10 55 39 48  4 24 31  0 37 49 33 19 25 43 51 53  1 32 34 52  9 21
  3 42 36 41 45 28 30 29 15 14 40 38 50  7 54 20 12 18 16  5 26 11 22 17
  6 13  2 47  8 44 46 23]",15.0,21.0,19.0
PSO,20.597,33.313,27.57101070955673,600.00892162323,825636.0,"[20, 1, 8, 52, 29, 54, 25, 30, 24, 9, 27, 49, 50, 41, 14, 17, 43, 51, 0, 16, 46, 33, 6, 19, 4, 44, 18, 5, 15, 34, 39, 37, 55, 32, 13, 10, 28, 38, 53, 31, 40, 35, 45, 23, 12, 22, 47, 48, 42, 7, 11, 26, 36, 21, 3, 2]",22.0,9.0,11.0
GS,20.3106,34.166000000000004,27.698403283416773,600.0155308246613,1014370.0,"[44 43 51  5 21 25 12 49 20  2 22 50 39 34 52  6  4  0 54 48 13 27 40 18
 15  9 29 47 23 19 36  8  1 17 31 45 41 37 42 26  7 32 10 53 55 46 33 30
 38 11  3 14 16 24 28 35]",21.0,15.0,13.0
BHA,20.236,34.0009,27.766697158321264,600.0351412296295,2968774.0,"[ 2 11  0 49 14 10 41  4 51 46 23 55 19  5 44 17  8 38  3 22 35 47 20  9
 18 25 29 16 34 24 53 31  1  7  6 40 48 43 39 52 21 36 42 54 13 15 32 28
 27 50 12 37 26 45 33 30]",20.0,23.0,18.0
SS,6.9644,24.6218,7.489036586373035,600.0064141750336,321084.0,"[55 41 36  3 21 52 34 12  9 10 28 27 35  6  0 44 23 50 48 13  2 20 22 17
 38 24  1 16 29  8 53 31 14 47 37 25 39 19 18 15 40  5 30 32 49 43 51 46
 33  4 11 26 42 54 45  7]",7.0,8.0,7.0
CA,8.4537,27.295600000000004,8.470820288125392,600.010098695755,886161.0,"[35  9 50 48 42 54 45  7 47 52 34 37 53  1 16 29  8 19 39 25 31 17 38 24
 13 11 26  2 20 41  3 21 36 55 14 22 23 44  0  6  4 27 28 10 32  5 40 15
 18 12 30 49 43 51 46 33]",12.0,10.0,12.0
VNS,6.6831,27.303500000000007,6.69063258591122,600.0137150287628,286176.0,"[49 32 30  5 40 15 12 18 19 39 34 52 47 21  3 36 41 55  7 45 54 42 26 11
 13  2 20 22 17 53 31 14 37 25  8 29 16  1 38 24 10  9 48 50 23 44  0  6
  4 35 33 46 51 43 27 28]",4.0,13.0,6.0
HS,20.1967,27.26920000000001,20.43226131211789,600.0290656089783,4402820.0,"[26, 2, 22, 4, 52, 1, 47, 41, 16, 56, 15, 17, 39, 29, 36, 28, 3, 11, 51, 14, 38, 9, 13, 53, 19, 10, 33, 44, 7, 5, 45, 6, 31, 50, 25, 21, 12, 27, 30, 40, 34, 23, 49, 8, 24, 18, 42, 55, 46, 54, 43, 48, 20, 32, 35, 37]",19.0,22.0,23.0
ICA,8.282200000000001,24.9112,8.289806810722443,600.001571893692,745972.0,"[40, 5, 30, 32, 28, 27, 6, 4, 35, 51, 43, 49, 10, 48, 2, 20, 45, 54, 42, 26, 11, 13, 17, 14, 55, 41, 36, 21, 3, 7, 22, 50, 23, 46, 33, 0, 44, 9, 24, 38, 1, 12, 19, 39, 8, 29, 16, 53, 31, 47, 52, 34, 37, 25, 18, 15]",10.0,3.0,9.0
CAO,9.203999999999995,29.7687,13.94580568080243,600.0133466720581,4207715.0,"[22 45  7 21 11 24 15 49 46 33  6 35 51 28 10  5 18 34 39 47 54 42 26 17
  9 32 48  2 13 20 55 14 38  1 43 30 29 36 52  3 41 53 37 25 50  0 44 23
 27  4  8 40 12 19 16 31]",14.0,12.0,22.0
AIS,8.681900000000002,24.19850000000001,12.935523893343586,600.0152773857117,1589041.0,"[41, 36, 3, 21, 52, 39, 18, 15, 40, 19, 37, 34, 12, 10, 23, 13, 11, 26, 54, 42, 33, 46, 35, 4, 6, 0, 8, 25, 29, 1, 53, 31, 16, 50, 24, 30, 5, 38, 2, 7, 45, 48, 27, 51, 43, 28, 49, 32, 9, 44, 17, 14, 47, 22, 20, 55]",13.0,14.0,14.0
RFD,6.405800000000001,26.37099999999999,6.410693088703316,600.0042026042938,2288083.0,"[20  2 13 11 26 42 54 45  7 55 41 36  3 21 52 34 47 14 37 25 39 19 18 15
 40  5 30 32 49 43 51 46 33  4  6  0 44 35 27 28 10  9 23 50 48 24 38  1
 12 29  8 16 53 31 17 22]",1.0,5.0,16.0
FA,21.6788,32.96200000000001,27.70167441500004,600.0055861473083,5789392.082378114,"[15 31 14 54 13 23 42  2 41 49 17 30 19 53 22  4 35 46 43  5 39 36 37  3
  7  9  1 48 50 33 34 25 38 29 32 10 27 28 12 26 45 47  8 55 21 40 51 16
 20 11 52 24 18  0  6 44]",23.0,6.0,1.0
GA,6.4833,29.031099999999995,6.93734673563601,600.0176813602448,2143964.0,"[11 26 42 54 45  7 22 14 31 17 38 24  9 10  1 12 29  8 16 53 25 37 47 55
 41 36  3 21 52 34 39 19 18 15 40  5 30 32 49 43 28 27 35 51 46 33  4  6
  0 44 23 50 48 20  2 13]",3.0,16.0,15.0
GLS,27.778599999999997,29.6883,28.80461785716424,600.0180308818817,170856.0,"[ 1 35 55 27 23  4 43 13 21 24 39 31 20 11 47 12 22  6 18  0 44 25 16 32
 40 29  3 46 36 52 53 48 51 45 19 30 38 37 15 26 34 28 14  7  9 54  5  8
 17 50 10 49  2 41 42 33]",25.0,17.0,5.0
