Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,14.0268,28.0038,21.49247450242084,600.1702120304108,9396868.0,"[31 27 24 10 25 29 16  9 34 21  2 39 35 26  6 38 37 18  0  7 30  5 22  4
  8 23 14  1 20 17 28 19 13 33 12 11 36  3 32 15]",17.0,25.0,24.0
FLS,5.7437,21.3169,6.204575878916196,37.564037799835205,361920.0,"[34  6 26 24  5 39 27 35 16 11  9 30  7 22 36  3 12 14 37 13 10 15 23 31
 32  8 33 25  1 19 28 17 20  4 18  0 29  2 21 38]",7.0,1.0,5.0
BLS,5.7968,19.4278,5.903527140011634,161.58645462989807,1603680.0,"[ 5 35 16 30  9 11 32 31  3 36 22 27 39  7  0 12 14 37 10 15 23 13  8 33
 25  1 19 28 17 20  4 18 21  2 29 34 38  6 26 24]",8.0,2.0,14.0
TS,5.610299999999999,20.1073,5.66726653433602,600.0189015865326,5442636.0,"[ 1 19 28 17 20  4 18  0 12 14 37 10 15 23 31  3 36 22  7 29  2 21 38 34
  6 26 24  5 39 27 35 16 30  9 11 32  8 13 33 25]",1.0,12.0,22.0
SimAn,5.8406,22.024999999999995,5.842215900224452,600.0161879062653,3587457.0,"[18  0 12  3 36 22 27 39  7 29  2 21 38 34  6 26 24  5 35 16 30  9 11 32
 31 23 15  8 33 13 10 37 14 25  1 19 28 17 20  4]",9.0,9.0,18.0
ACO,5.611,15.766400000000004,7.095245508671125,600.0087790489197,152171.0,"[0, 29, 7, 39, 27, 30, 9, 11, 32, 8, 13, 10, 15, 23, 31, 3, 36, 22, 35, 16, 5, 24, 26, 6, 34, 38, 2, 21, 18, 4, 20, 17, 28, 19, 1, 25, 37, 14, 12, 33]",2.0,6.0,2.0
BCO,6.757999999999998,26.745700000000003,16.93860696521501,600.0522789955139,4213450.0,"[26  4 30 11  9 31 23 14 10 25 13 33  1 32  8  6  3 36 27 16 34 37 15 12
 29  7 39 35  5 24  0 18 20 19 17 21 38  2 28 22]",11.0,20.0,20.0
PSO,15.067400000000005,27.3786,21.479800565381503,600.016877412796,819801.0,"[8, 23, 27, 37, 39, 16, 4, 18, 28, 2, 29, 7, 12, 22, 36, 15, 33, 3, 31, 21, 1, 13, 19, 17, 38, 34, 6, 26, 11, 9, 30, 10, 32, 5, 35, 24, 0, 25, 20, 14]",21.0,10.0,9.0
GS,15.2098,27.067599999999995,21.486153266255805,600.0209345817566,1142179.0,"[ 3 33  8 18  2 34 39 10 12 31 20 17  4 27 23 32 22 30 16 35 26 38 37  1
  7 24  6 36 11  9 15 21 13 14 28 19 25  0 29  5]",22.0,15.0,12.0
BHA,14.9023,27.806200000000004,21.55167237705609,600.0834012031555,3643500.0,"[35 23 12 24  9  1 28 33 25  4 21 38  0 15 10 34 14 32  8 27 36  3  2  6
 17 30 16 19  5 26  7 22 39 37 20 18 29 11 31 13]",20.0,22.0,19.0
SS,5.681199999999998,17.7659,6.27449707296305,600.0181541442871,589129.0,"[19 28 17 20  4 18  0 12 14 37 10 23 31 32 11  9 30 16 35 27 39  5 24 26
  6 34 38 21  2 29  7 22 36  3 15 13  8 33 25  1]",4.0,11.0,8.0
CA,7.5838,19.2526,7.589004372841882,600.0213961601257,1110262.0,"[25  1 19 28 17 20 37 13 10 14  4 18 21  2  0 12 15 32 11 16 35 27 22 36
  3 23 31 39  5 24 26  6 38 34 29  7 30  9  8 33]",14.0,16.0,11.0
VNS,5.665799999999998,20.3629,5.667913522159461,600.0192577838898,510423.0,"[13  8 33 37 14 25  1 19 28 17 20  4 18  0 29  2 21 38 34  6 26 24  5 16
 35 27 39  7 22 30  9 11 32 31 36  3 23 15 12 10]",3.0,13.0,6.0
HS,14.0567,20.0254,14.566305128972369,600.1115779876709,6033908.0,"[11, 16, 24, 17, 28, 3, 27, 37, 23, 20, 29, 21, 7, 6, 25, 36, 33, 32, 14, 34, 38, 18, 2, 10, 39, 30, 22, 5, 19, 26, 1, 31, 40, 12, 8, 35, 13, 15, 4, 9]",18.0,23.0,23.0
ICA,7.682900000000001,19.6629,7.6836376641295265,600.0040681362152,1020505.0,"[18, 38, 6, 24, 5, 39, 7, 29, 12, 14, 37, 1, 19, 28, 17, 13, 10, 15, 23, 31, 3, 36, 0, 21, 2, 34, 26, 35, 16, 27, 22, 30, 9, 11, 32, 8, 33, 25, 20, 4]",15.0,3.0,10.0
CAO,6.961900000000001,22.297,10.864533504216729,600.0355627536774,5409997.0,"[30 32  8 22 29  2 21 17 19  1 28 33 25 12 14  3 36  6 26 24  5 27 39 35
 16 11  7 34 20  4 18  0 23 15 38 37 13 10 31  9]",13.0,18.0,21.0
