Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,37.025,59.32920000000004,48.83531774317989,600.1272790431976,5765302.0,"[ 4 44 80 55 29 25  7 35 48 84 30  3 62 63 31 88  0 50 56 43 38 27 76 65
 57 39  5 69 34  2 73 47 51 87 24 52 17  6 10 26 70 89 67 42 81 53 66 82
  9 22 86 36 75 28 46  8 14 49 71 41 20 68 61 79 83  1 18 21 60 59 85 15
 77 12 33 40 37 19 54 45 23 78 72 58 16 32 11 13 64 74]",16.0,24.0,25.0
FLS,7.763800000000001,50.727100000000014,10.32852526169684,420.520681142807,2234790.0,"[62 65 24 54 76 38 73 43 45 14 47 83 77 26 34 57 23 15 70  2 87 13  1 18
  8 79 64 32  0 63 78 11 75 89 33 48 19 46 42 58 66 61 82  9 50 49 40 37
 88 67 31 71 53 72 39  6 29 60 74  4 51 80 55  7 44 59 56 85 25 17 81 69
 28 68 20 84 36 30 22 12 35 41 27 10 16 86 21  3 52  5]",5.0,1.0,16.0
BLS,8.1683,45.547500000000014,9.758870741489831,600.0091009140015,3183954.0,"[79  8 18  1 13 87  2 70  0 63 11 78 15 57 34 26 77 83 47 14 45 43 38 76
 54 65 62 24 52 73  3 21 86 16 23 10 27 35 41  5 25 85 56 59 17 81 39 60
 74 44  7 55 80  4 51 29  6 72 53 71 31 28 67 88 40 49 50 37 33 68 20 84
 22 69 12 30 36 89 48 19 58  9 82 61 66 42 46 75 32 64]",8.0,7.0,23.0
TS,7.729200000000001,46.662500000000016,9.74154597101746,600.0151355266571,2857289.0,"[38 73 43 45 14 47 83 77 26 34 13 87  1 18  2 70 57 15 78 11 63  0 79  8
 64 32 75 89 33 48 19 46 42 58 66 61 82  9 49 50 37 40 88 67 31 69 28 68
 20 84 36 30 22 12 35 41 27 10 23 16 86 21  3  5 25 17 81 71 53 72 39  6
 29 60 74  4 51 80 55  7 44 59 56 85 62 65 24 54 76 52]",3.0,12.0,21.0
SimAn,7.705199999999999,49.32639999999999,7.728556250500351,600.010984659195,2268758.0,"[68 20 84 36 30 22 12 75 32 64  8 79  0 63 11 78 15 70  2 18  1 87 13 57
 23 10 27 35 16 86 21 41  5  3 34 26 77 83 47 14 45 43 73 38 52 76 54 24
 65 62 25 81 17 85 56 59 44  7 55 80 74  4 51 29  6 60 39 72 53 71 69 31
 67 88 40 37 50 49  9 82 61 66 58 42 46 19 48 33 89 28]",2.0,10.0,17.0
ACO,7.675099999999999,24.6543,10.049262040317918,600.0102021694183,41768.0,"[8, 79, 64, 32, 46, 19, 48, 33, 37, 50, 49, 9, 82, 61, 66, 58, 42, 40, 88, 67, 31, 69, 84, 20, 68, 28, 89, 36, 30, 22, 12, 57, 34, 26, 77, 83, 14, 47, 45, 43, 73, 38, 52, 76, 54, 24, 62, 65, 5, 25, 17, 85, 56, 59, 44, 7, 55, 80, 4, 51, 29, 6, 72, 53, 39, 60, 74, 81, 71, 75, 11, 78, 63, 0, 23, 10, 27, 16, 86, 21, 3, 41, 35, 13, 2, 70, 15, 18, 1, 87]",1.0,9.0,3.0
BCO,22.423599999999997,56.48169999999999,42.46046027004239,600.0442156791687,2302610.0,"[19 53 25 76  3 35 23 30 14 37  5 63 18 65 62 21 36 27 20 58  8 85  1 52
 74  4  2 16 39 72 69 48 83 60 38 88 12 81 32 77 47 26 11  0  6 86  9 68
 15 67 41 33 10 24 34 44 70 79 89 61 42 55 57 66 82 29 40 49 46 17 59 43
 87 54 56 71 28 80 31 84 13 45 64 50 73 78  7 22 75 51]",15.0,20.0,18.0
PSO,38.7332,58.17610000000002,48.93440293370821,600.0142114162445,556735.0,"[39, 4, 80, 86, 32, 82, 75, 56, 71, 84, 35, 89, 22, 83, 57, 24, 59, 48, 68, 42, 23, 25, 34, 18, 46, 8, 11, 78, 87, 43, 50, 66, 12, 88, 13, 30, 41, 5, 74, 60, 7, 77, 3, 14, 27, 61, 31, 73, 10, 70, 26, 76, 65, 67, 85, 28, 69, 36, 21, 44, 55, 2, 63, 62, 52, 45, 1, 15, 49, 20, 9, 64, 37, 38, 17, 54, 51, 29, 53, 58, 47, 79, 72, 6, 81, 40, 33, 0, 19, 16]",22.0,11.0,10.0
GS,37.52700000000001,58.78359999999999,48.82163951049091,600.019015789032,958310.0,"[45  3 15 47 34 46 57  2 75 32 78 23 35 40 50  1 87 11 53 41 85 66 12 89
 51 10 13 42 63  0 20 70 86 74 80 30 22 27 17 24 60 29 31 71 44  5 64  6
 55  7 25 59 81 65  8 26 76 39 61 58 18 82 83 38 14 62 48 54 36 37  4 16
 68 69  9 56 21 33 49 88 28 84 67 72 19 77 79 52 73 43]",18.0,14.0,12.0
BHA,37.34300000000001,58.59849999999999,48.91295497141472,600.0638797283173,2419230.0,"[84 37 42 12 30 77 70 76 47 38 15 25 32 63 55 80 41 26  7 17  4 53 44  5
 13 31 43 54 35 56 27 51  8 79 60 22 82 49  9 33 89 88 66 48 58 85 50 68
 40 87 36 23 75  3 86 34 16  1 64  0 11 28 14 61 57 62 19 39  2 74 73 52
 24 67 10  6 29 81 18 65 69 21 71 59 20 45 83 78 72 46]",17.0,22.0,19.0
SS,8.667500000000002,40.48979999999999,9.636128975229694,600.0075027942657,149224.0,"[38 73 43 45 14 47 13 87  1 18  8 64 79  2 70 34 83 77 26  3 21 86 57 15
 63  0 32 46 42 58 66 61 82  9 50 49 40 37 88 67 31 28 68 20 84 30 22 12
 27 10 16 41  5 25 85 56 17 81 69 36 89 33 48 19 75 11 78 23 35 44  7 55
 80  4 51 29  6 53 71 72 39 60 74 59 62 65 24 54 76 52]",9.0,5.0,7.0
CA,14.042200000000005,47.892,14.136123424009035,600.0153696537018,667360.0,"[75  0 63 15 34 77 83 13 87 70 71 39 72 53 31 67 88 28 68 36 12  3 14 47
 26 57 30 84 22 16 86 21 23 78 11 10 27 41  5 76 54 24 65 59 44  7  6 33
 82 66 61  9 50 49 40 37 29 51  4 17 85 56 55 80 74 60 81 35  1 18  8 89
 20 69 25 62 52 38 73 43 45  2 79 64 32 46 42 58 48 19]",12.0,13.0,11.0
