Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,12.4493,24.744699999999995,19.11938783323516,600.1222174167633,9803878.0,"[32 13 12 17 23 30 28 39 34 21  6 11 38 16  1 20 36 22 10  5 35 29  0 25
  2  4 18 37 19  3  9  7 26 40 27 15 24  8 31 14 33]",18.0,25.0,24.0
FLS,5.092,19.7201,5.50831985908202,38.28565788269043,380480.0,"[11 23  1 28 10  5 36 20 35 29 38 16 14 27 21 33  9 32 15 19 25 37 18 40
  3 26  0 13  2  7 12  4  6 24 31 34 39 22 30  8 17]",3.0,1.0,5.0
BLS,5.061799999999999,17.459,5.15504796910442,169.84045577049255,1695760.0,"[ 6 24 31 34 21 39 22 30  8 17 11 23  1 28 10  5 36 20 35 29 38 16 14 27
 33  9 32  7 15 19 37 18 40  3 26  0 13 25  2 12  4]",1.0,2.0,14.0
TS,5.1477,19.869799999999994,5.199658873036482,600.0132784843445,5281578.0,"[34 21 39 30 22 24  4 12  6  8 17 11 23  1 28 10  5 36 20 35 29 38 16 14
 27 33  9 32 15 19 25 37 18 40  3 26  0 13  2  7 31]",6.0,12.0,21.0
SimAn,5.3885000000000005,18.3558,5.3902824335497,600.0111017227173,3571149.0,"[35 29 38 16 14 27 33 21 39 34 31 32  9 18 15 19 37 40  3 26  0 13 25  2
  7 12  4  6 24 22 30  8 17 11 23  1 28 10  5 36 20]",9.0,11.0,18.0
ACO,5.2415,12.872300000000005,6.633412518259232,600.0058927536011,151978.0,"[15, 19, 25, 37, 18, 40, 3, 26, 0, 13, 2, 7, 32, 9, 33, 21, 39, 22, 30, 8, 17, 11, 23, 1, 28, 10, 5, 36, 20, 14, 16, 38, 35, 29, 27, 34, 31, 24, 4, 12, 6]",7.0,5.0,2.0
BCO,6.552799999999999,23.4411,15.16394627264764,600.0445685386658,4174140.0,"[30  9  2 32 24 11 21 33  7 22 39 31  1 23 36 10  5 16 35 20 38 29 18 19
 28 14 37  0 26 25  3 13 12  4  6 17  8 27 34 15 40]",14.0,19.0,20.0
PSO,12.985699999999996,24.38460000000001,18.751496723080383,600.0139231681824,855921.0,"[6, 5, 36, 21, 22, 30, 25, 3, 18, 34, 9, 35, 29, 20, 1, 24, 17, 4, 7, 40, 37, 26, 19, 13, 39, 31, 15, 32, 12, 2, 33, 23, 10, 28, 16, 38, 27, 14, 11, 8, 0]",22.0,13.0,9.0
GS,13.6933,24.234,19.12781003269768,600.0201439857483,1140172.0,"[39 23 40  3 25 22  8  5 32 15 27 33 17 14 10 29 35 11 34 21 18 26  1 28
 36 30  6  4 12  7 20  0 37  2 19 13  9 16 38 31 24]",23.0,16.0,12.0
BHA,11.8878,24.449600000000004,19.180951227218326,600.0649621486664,3603838.0,"[16 30 39 37 25 23 24 18 12 17 27  3 40 35 36 10 14  8 32 15  1  7 13 19
  4 21  5 31 29 20  9 22 28  0 34  6 11 33  2 26 38]",16.0,22.0,19.0
SS,5.089199999999999,17.438299999999998,5.523494843783201,600.009984254837,577615.0,"[25 19 15  7 32  9 33 27 20 35 29 38 16 14 36  5 10 28  1 23 11 17  8 30
 22 39 21 34 31 24  6  4 12  2 13  0 26  3 40 18 37]",2.0,10.0,8.0
