Algorithm,Best Cost,Worst Cost,Average Cost,Runtime,Evaluations,Best permutation,Cost Rank,Runtime Rank,Evaluations Rank
RS,17.23850000000001,29.216500000000007,23.708100894974475,600.1099169254303,5753123.0,"[15 26 34 13 51 43 19 20 35  3  8  1 54 36 45 14  0 11 49 12 25 41 39 28
 27 10 23 53 18 47 31 50 37 22  7 40 38  9 21 32  4  5 29 17 48 44 52 24
 30 42 16 46 33  6  2]",19.0,24.0,24.0
FLS,5.4189,26.344099999999997,6.356795772837667,134.06155276298523,757350.0,"[13  3  5  0 32 34 14 10 27 38  2 41 33 26 49 45 36  8 17 29 42 54  1 46
 30 12 43 50 37 39 16 31 28 40 23 52 53 19 22  7 47 20 18 15 44 51 25 11
  4 48 24 35 21  6  9]",5.0,1.0,12.0
BLS,5.3192999999999975,22.0691,5.508017680329046,531.9647037982941,3124440.0,"[31 16 39 37 50 43 12 30 46  1 33 54 42 29 17  8 36 45 26 49 41  2 32 34
  4 11  0  5  3 13  9  6 48 24 21 35 51 25 14 10 27 38 23 52 53 19 44 15
 18 20 22 47  7 40 28]",3.0,2.0,21.0
TS,5.2647,23.798,5.4667049301362605,600.0112464427948,3093567.0,"[41 30 12 46  1 54 42 29 17  8 26 33 49 36 45  3  5 13  9  6 48 24 21 35
 44 15 18 20 47  7 22 52 19 53 23 40 28 31 16 39 37 50 43 38 27 10 14 51
 25  4 11  0 34 32  2]",2.0,13.0,20.0
SimAn,5.416499999999998,21.871899999999997,5.422406918526417,600.0074141025543,2258178.0,"[32 34 25  4 11  0  5  3 13  9  6 21 48 24 35 51 44 15 18 20 47  7 22 52
 19 53 14 23 10 27 38 37 40 28 31 16 39 50 43 12 30 46  1 54 42 29 17  8
 36 45 49 26 33 41  2]",4.0,9.0,17.0
ACO,5.223,14.397399999999998,6.386908224259242,600.007625579834,70365.0,"[46, 1, 54, 29, 42, 17, 8, 26, 33, 49, 45, 36, 3, 5, 13, 9, 6, 48, 24, 21, 35, 51, 25, 4, 11, 0, 32, 34, 2, 41, 30, 12, 43, 50, 37, 39, 16, 31, 28, 40, 23, 52, 53, 19, 44, 15, 18, 20, 22, 7, 47, 14, 10, 27, 38]",1.0,10.0,2.0
BCO,9.304599999999995,28.8576,19.656224790940456,600.0326654911041,2525830.0,"[ 2 33 17 36 45 28 16 50  0 14 41 31 42 18 15 10  4 24 40 52 20 35  7 44
 54 43 37 22 46 38 23 53 27 26 13  1 25  3  5 34 29 49  8 51 48  6  9 32
 11 19 39 12 47 30 21]",15.0,20.0,19.0
PSO,16.9428,28.833399999999987,22.46775578683788,600.0130774974823,540710.0,"[31, 28, 38, 30, 22, 27, 39, 10, 23, 41, 51, 14, 20, 7, 16, 46, 36, 8, 45, 25, 53, 12, 1, 49, 2, 48, 18, 19, 47, 52, 44, 40, 50, 34, 13, 32, 42, 54, 26, 21, 24, 3, 9, 43, 33, 35, 15, 37, 17, 29, 5, 11, 6, 4, 0]",17.0,14.0,8.0
GS,18.1028,29.187300000000004,23.71563715518652,600.0188846588135,776325.0,"[32 41 38 37 15 18 44 25 27 48  6 31 29 42 50 39  8 30 17  2  3 13 54 34
 47 10 12 45 28 16 23 51 24 35 14  1 36 33 22 19 40  7 53 52 46  5 26  9
 43 20 11  0 21  4 49]",23.0,18.0,13.0
BHA,17.298000000000005,29.379600000000003,23.761104177848512,600.0408339500427,2313392.0,"[32 10  0 52 25  6 43 31 37 54  1 46 26 50 12 11 39 34 33 49 14 35 21 41
 17  8 20 47 28 51 48 53 24 18 15  5 22 23  4 29 36  2 19 30 42 45  7 44
 13 27 40 16  3 38  9]",20.0,21.0,18.0
SS,5.508400000000001,18.8016,6.092351465928767,600.0055546760559,257481.0,"[14 25 51 35 21 24 48  6  9 13  5  3 45 36  8 17 29 42 54 41  2 32 34  4
 11  0 49 26 33  1 46 30 12 43 50 37 39 16 31 28 40  7 47 22 20 18 15 44
 19 53 52 23 38 27 10]",7.0,8.0,7.0
CA,7.060999999999999,23.177100000000003,7.075002055288733,600.0112299919128,692962.0,"[ 8 36 45 49  2 27 10 14 51 44 15 18 20 22 47  7 40 52 19 53 38 12 54 17
 29 42 43 50 37 39 16 31 28 23 25  4  9  6 21 35 24 48 11 34 32  0 13  3
  5 41 30 46  1 33 26]",11.0,12.0,11.0
VNS,5.476899999999999,22.9134,5.4842861831368,600.0169811248779,220962.0,"[22 20 18 15 44 19 52 53 35 21 48 24  4 25 51 14 23 10 27 38  2 41 32 34
  0 11  6  9 13  5  3 45 36  8 17 29 42 54 33 26 49  1 46 30 12 43 50 37
 39 16 31 28 40  7 47]",6.0,16.0,6.0
HS,17.298799999999993,23.646000000000004,17.382125648755192,600.0430190563202,3428138.0,"[51, 31, 40, 32, 17, 38, 55, 30, 43, 11, 6, 44, 27, 46, 19, 41, 4, 37, 47, 12, 10, 39, 24, 15, 3, 42, 33, 1, 23, 53, 20, 21, 8, 16, 45, 25, 14, 48, 35, 54, 36, 9, 50, 7, 22, 34, 18, 2, 49, 5, 28, 52, 13, 26, 29]",21.0,22.0,23.0
ICA,7.9876,21.245300000000004,7.996291521601571,600.0026407241821,568642.0,"[6, 9, 3, 45, 36, 8, 17, 54, 12, 22, 20, 18, 15, 35, 21, 48, 24, 38, 50, 37, 16, 28, 40, 23, 10, 27, 41, 49, 26, 33, 29, 42, 1, 46, 30, 2, 32, 25, 51, 44, 19, 52, 53, 4, 11, 0, 34, 14, 47, 7, 31, 39, 43, 5, 13]",14.0,3.0,10.0
CAO,7.874399999999997,20.87130000000001,11.921506091653324,600.0151569843292,3363255.0,"[10 43 27 50 46  1 12 16 31  7 20 51 25  6  9  0 11  4 28 53 52 44 23 38
  2 41 49 45 36 32 34 24 35 47 15 19 22 40 37 39 30 14 21 13  3  8 17 29
 42 54 33 26  5 48 18]",13.0,15.0,22.0
AIS,7.831200000000001,21.38959999999999,11.02288660590209,600.0187435150146,1248714.0,"[0, 33, 22, 39, 41, 50, 12, 34, 4, 11, 1, 15, 18, 40, 28, 31, 37, 19, 44, 35, 21, 6, 9, 53, 51, 14, 2, 10, 27, 38, 25, 7, 47, 20, 52, 23, 24, 48, 13, 3, 5, 32, 46, 16, 43, 30, 54, 42, 29, 17, 8, 26, 49, 45, 36]",12.0,17.0,14.0
RFD,5.6236000000000015,23.326399999999992,5.62829989059192,600.0044574737549,1806220.0,"[34 32 41  2 10 27 38 50 37 23 14 25 35 51 53 19 44 15 18 20 47  7 22 52
 40 28 31 16 39 43 12 30 46  1 54 42 29 33 49 26 17  8 36 45  3  5 13  9
  6 21 48 24  4 11  0]",9.0,6.0,16.0
FA,18.724499999999995,28.733000000000004,23.72448968000019,600.0082042217255,5308700.941046857,"[33 45 30 39 43 35 15 10 24 49 26 29 42 27 40 23 17  2  3  0 19 44 32 37
 28 31 47  9  4 48 22 52 53 34 41 54 16  7 21 13  1 11 25 12 38 46 50  8
  6 36 18 20  5 14 51]",24.0,11.0,1.0
GA,5.548500000000001,24.5208,5.921337483367751,600.022200345993,1668804.0,"[44 51 25  4 48 24 35 21  6  9 13  5  3 45 36 49 33 26  8 17 29 42 54  1
 46 30 12 43  2 41  0 11 32 34 14 10 27 38 50 37 39 16 31 28 40  7 47 22
 23 52 53 19 20 18 15]",8.0,19.0,15.0
GLS,23.8915,24.92120000000001,24.51301636364998,600.237713098526,138105.0,"[11  7 53 51 15 35 10 33 38 25 29  1 43 41 20 42 23 47  0 40 27 34 49  4
 24  9 52 14 30 21  2  6 37 13 28 54 46 39 12  5 17 19 26 31  8 45 22 32
 18  3 48 50 36 44 16]",25.0,25.0,5.0
CSA,6.634999999999999,24.3873,8.014173924683602,600.0041129589081,555418.0,"[50, 37, 52, 53, 51, 14, 10, 34, 32, 0, 11, 25, 15, 18, 20, 22, 19, 44, 35, 21, 48, 24, 4, 2, 41, 33, 26, 49, 45, 3, 5, 13, 6, 9, 36, 8, 17, 29, 42, 54, 1, 46, 30, 12, 43, 39, 16, 31, 28, 40, 7, 47, 23, 27, 38]",10.0,4.0,9.0
IWO,17.162999999999997,19.711499999999997,17.315385416237305,600.0053369998932,118118.0,"[53, 19, 34, 0, 25, 4, 14, 52, 24, 48, 35, 18, 15, 47, 20, 31, 43, 32, 46, 29, 2, 23, 28, 37, 1, 39, 33, 8, 22, 16, 30, 50, 26, 17, 3, 9, 51, 42, 21, 5, 41, 12, 10, 7, 6, 27, 38, 40, 44, 36, 54, 45, 49, 13, 11]",18.0,7.0,4.0
BA,16.448599999999995,28.921000000000006,22.11551781943442,600.0471551418304,6379842.0,"[21, 20, 24, 43, 23, 44, 4, 6, 5, 49, 48, 17, 42, 51, 52, 53, 22, 31, 25, 35, 11, 33, 39, 54, 13, 34, 14, 15, 7, 18, 16, 36, 1, 2, 29, 37, 27, 19, 3, 9, 50, 32, 40, 47, 46, 28, 12, 8, 38, 30, 45, 10, 0, 41, 26]",16.0,23.0,25.0
DE,17.394999999999996,25.5516,19.14074747176643,600.0042107105255,106933.0,"[14, 23, 31, 39, 11, 17, 32, 28, 16, 30, 25, 51, 7, 20, 22, 19, 0, 48, 5, 8, 1, 38, 49, 36, 44, 35, 9, 6, 47, 41, 54, 46, 52, 18, 15, 24, 21, 2, 33, 29, 3, 26, 40, 34, 50, 53, 10, 42, 45, 13, 4, 27, 43, 12, 37]",22.0,5.0,3.0
